,iTurnover,iVolume,nActionDay,nAskPrice1,nAskPrice10,nAskPrice2,nAskPrice3,nAskPrice4,nAskPrice5,nAskPrice6,nAskPrice7,nAskPrice8,nAskPrice9,nAskVol1,nAskVol10,nAskVol2,nAskVol3,nAskVol4,nAskVol5,nAskVol6,nAskVol7,nAskVol8,nAskVol9,nBidPrice1,nBidPrice10,nBidPrice2,nBidPrice3,nBidPrice4,nBidPrice5,nBidPrice6,nBidPrice7,nBidPrice8,nBidPrice9,nBidVol1,nBidVol10,nBidVol2,nBidVol3,nBidVol4,nBidVol5,nBidVol6,nBidVol7,nBidVol8,nBidVol9,nHigh,nHighLimited,nIOPV,nLow,nLowLimited,nMatch,nNumTrades,nOpen,nPreClose,nSD2,nStatus,nSyl1,nSyl2,nTime,nTotalAskVol,nTotalBidVol,nWeightedAvgAskPrice,nWeightedAvgBidPrice,nYieldToMaturity,sym,szWindCode,time
2,5882360,184400,20160505,319000,320700,319400,319500,319800,319900,320000,320100,320200,320500,46201,3700,200,6900,5000,9600,63200,1800,9600,4400,318800,317500,318500,318400,318200,318100,318000,317900,317800,317600,500,11100,200,1100,2700,1500,5500,200,700,1300,319000,352200,0,319000,288200,319000,126,319000,320200,0,79,0,0,92901000,719864,377500,333050,309580,0,600547,600547.SH,0D09:29:01.269649000
22,5882360,184400,20160505,319000,320700,319400,319500,319800,319900,320000,320100,320200,320500,46201,3700,200,6900,5000,9600,63200,1800,9600,4400,318800,317500,318500,318400,318200,318100,318000,317900,317800,317600,500,11100,200,1100,2700,1500,5500,200,700,1300,319000,352200,0,319000,288200,319000,126,319000,320200,0,79,0,0,92903000,719864,377500,333050,309580,0,600547,600547.SH,0D09:29:07.275799000
39,6200875,194400,20160505,318500,320000,318600,318800,318900,319000,319400,319500,319800,319900,10000,63200,1600,1100,300,49901,200,6900,5000,9600,318400,317000,318200,318100,318000,317900,317800,317600,317500,317100,1100,2500,3700,1200,5600,300,700,1300,11100,1000,319000,352200,0,318500,288200,318500,132,319000,320200,0,79,0,0,93001000,734364,381000,332740,309630,0,600547,600547.SH,0D09:30:01.303637000
49,8845047,277500,20160505,318700,320000,318800,318900,319000,319400,319500,319700,319800,319900,1000,63500,46850,4500,77201,2400,7900,2400,9700,17000,318500,316600,318300,318100,318000,317800,317200,317100,317000,316800,24800,200,5000,12600,4200,3700,1000,38100,4200,1500,319000,352200,0,317000,288200,318500,228,319000,320200,0,79,0,0,93003000,907014,612700,331470,311440,0,600547,600547.SH,0D09:30:04.732792000
64,10463604,328300,20160505,318800,320000,318900,319000,319400,319500,319600,319700,319800,319900,74250,63600,5300,80901,2400,5700,300,2400,5900,16200,318300,316800,318200,318100,318000,317900,317800,317200,317100,317000,3900,2100,100,12600,4700,300,3700,1000,39800,4600,319000,352200,0,317000,288200,318300,268,319000,320200,0,79,0,0,93007000,951414,666400,331150,310050,0,600547,600547.SH,0D09:30:08.686724000
79,11488615,360500,20160505,318800,320000,318900,319000,319400,319500,319600,319700,319800,319900,70350,63600,5300,81001,2400,5700,300,2400,6400,16200,318700,316800,318500,318300,317900,317800,317500,317200,317100,317000,9100,2100,10000,10000,300,3700,300,1000,39800,4700,319000,352200,0,317000,288200,318800,288,319000,320200,0,79,0,0,93010000,994014,692500,332000,310100,0,600547,600547.SH,0D09:30:10.332359000
94,11558733,362700,20160505,318800,319900,318900,319000,319200,319400,319500,319600,319700,319800,80250,16200,5300,91201,200,2400,5700,300,2400,6400,318700,317000,318500,318300,318000,317900,317800,317500,317200,317100,7300,4700,10000,10000,3500,300,3700,300,1000,39800,319000,352200,0,317000,288200,318800,292,319000,320200,0,79,0,0,93012000,1021014,710000,331760,310100,0,600547,600547.SH,0D09:30:13.397777000
109,11718083,367700,20160505,318800,319900,318900,319000,319200,319400,319500,319600,319700,319800,94897,16200,5300,91201,200,2400,5700,300,2400,6400,318700,317000,318500,318300,318000,317900,317800,317500,317200,317100,2300,5200,10000,10000,3500,300,3700,400,1000,39800,319000,352200,0,317000,288200,318700,296,319000,320200,0,79,0,0,93016000,1036361,714500,331580,310090,0,600547,600547.SH,0D09:30:16.319229000
124,11855123,372000,20160505,318800,319900,318900,319000,319200,319400,319500,319600,319700,319800,93597,16200,5100,91301,200,2400,5700,300,2400,6400,318600,317000,318500,318300,318000,317900,317800,317500,317200,317100,10000,5200,9300,10000,3500,300,3700,400,1000,39800,319000,352200,0,317000,288200,318800,301,319000,320200,0,79,0,0,93019000,1036961,722200,331590,310180,0,600547,600547.SH,0D09:30:19.752839000
133,11966689,375500,20160505,318700,319800,318800,318900,319000,319200,319400,319500,319600,319700,700,6400,89597,5100,91301,200,2400,5700,300,2400,318600,317000,318500,318300,318000,317900,317800,317500,317200,317100,9300,5200,9300,10000,3500,300,3700,400,1000,39800,319000,352200,0,317000,288200,318600,307,319000,320200,0,79,0,0,93022000,1033761,722500,331630,310160,0,600547,600547.SH,0D09:30:22.472585000
152,12623199,396100,20160505,318600,319700,318700,318800,318900,319000,319200,319400,319500,319600,1200,2400,300,78497,5100,88301,300,2400,5500,300,318500,316800,318300,318000,317900,317800,317500,317200,317100,317000,8500,2100,10000,3800,300,3700,400,1000,39800,5200,319000,352200,0,317000,288200,318500,319,319000,320200,0,79,0,0,93025000,1020361,715600,331800,310060,0,600547,600547.SH,0D09:30:25.988932000
167,12801677,401700,20160505,318600,319700,318700,318800,318900,319000,319200,319400,319500,319600,1100,2400,300,75697,5100,87501,300,2200,5500,300,318500,316800,318300,318000,317900,317800,317500,317200,317100,317000,8000,2100,10000,3800,300,3700,400,1000,39800,5300,319000,352200,0,317000,288200,318500,326,319000,320200,0,79,0,0,93028000,1016461,713200,331850,310040,0,600547,600547.SH,0D09:30:28.378556000
182,13110729,411400,20160505,318800,319900,318900,319000,319200,319400,319500,319600,319700,319800,67997,16200,5100,87001,300,2200,5500,300,2400,6400,318700,317000,318500,318300,318000,317900,317800,317500,317200,317100,500,5300,7900,10000,3800,300,3700,400,1000,39800,319000,352200,0,317000,288200,318700,334,319000,320200,0,79,0,0,93031000,1008861,714200,331950,310050,0,600547,600547.SH,0D09:30:31.275437000
197,13228659,415100,20160505,318800,319900,318900,319000,319200,319400,319500,319600,319700,319800,64997,16200,5100,85801,300,2200,5500,300,2400,6400,318500,317000,318400,318300,318000,317900,317800,317500,317200,317100,7200,5300,3000,10000,3800,800,3700,2400,1000,39800,319000,352200,0,317000,288200,318500,345,319000,320200,0,79,0,0,93034000,1006761,720000,331980,310080,0,600547,600547.SH,0D09:30:34.275745000
212,13489819,423300,20160505,318500,319600,318600,318700,318800,318900,319000,319200,319400,319500,4800,300,9200,20000,65297,5100,85801,300,2200,5500,318400,316800,318300,318000,317900,317800,317500,317200,317100,317000,2000,2100,10500,3800,800,3700,2400,1000,39800,5300,319000,352200,0,317000,288200,318400,348,319000,320200,0,79,0,0,93037000,1045561,712500,331560,309990,0,600547,600547.SH,0D09:30:37.332761000
227,14002629,439400,20160505,318600,319700,318700,318800,318900,319000,319200,319400,319500,319600,1500,2400,20000,64897,5100,85701,300,2200,5500,300,318300,316600,318000,317900,317800,317500,317200,317100,317000,316800,8900,1200,3800,800,3700,2400,1000,39800,5300,2100,319000,352200,0,317000,288200,318600,356,319000,320200,0,79,0,0,93040000,1032661,719300,331730,310030,0,600547,600547.SH,0D09:30:40.356226000
242,14024917,440100,20160505,318400,319500,318500,318600,318700,318800,318900,319000,319200,319400,10000,5500,2700,500,20000,57147,5100,85601,200,2200,318300,316600,318000,317900,317800,317500,317200,317100,317000,316800,8900,1200,3800,1100,3700,2400,1000,39800,5300,2100,319000,352200,0,317000,288200,318400,359,319000,320200,0,79,0,0,93043000,1037311,719800,331680,310030,0,600547,600547.SH,0D09:30:43.346647000
257,14999139,470700,20160505,318500,319600,318600,318700,318800,318900,319000,319200,319400,319500,6500,300,500,20000,57147,5100,85601,200,2200,5500,318000,316500,317900,317800,317500,317200,317100,317000,316800,316600,2100,15800,1100,3700,2400,1000,40000,6300,2100,1200,319000,352200,0,317000,288200,318500,371,319000,320200,0,79,0,0,93046000,1031511,711300,331760,309910,0,600547,600547.SH,0D09:30:46.289107000
272,15034148,471800,20160505,318300,319400,318400,318500,318600,318700,318800,318900,319000,319200,200,2200,5300,7200,500,20000,56647,5100,85601,200,318000,316500,317900,317800,317500,317200,317100,317000,316800,316600,1900,15800,1100,3700,2400,1000,40000,6300,2100,1200,319000,352200,0,317000,288200,318300,374,319000,320200,0,79,0,0,93049000,1036611,712100,331690,309900,0,600547,600547.SH,0D09:30:49.283466000
287,15139182,475100,20160505,318300,319400,318400,318500,318600,318700,318800,318900,319000,319200,9400,2200,5700,7800,500,20000,54047,5100,85601,200,318000,316500,317900,317800,317500,317200,317100,317000,316800,316600,1700,15800,1100,3700,2400,1000,40000,6300,2100,1200,319000,352200,0,317000,288200,318300,379,319000,320200,0,79,0,0,93052000,1044511,714000,331590,309910,0,600547,600547.SH,0D09:30:52.503403000
302,15228255,477900,20160505,318000,319200,318300,318400,318500,318600,318700,318800,318900,319000,4500,200,11000,6200,7800,500,20000,53747,5100,85601,317900,316400,317800,317500,317200,317100,317000,316800,316600,316500,3000,800,3700,2400,1000,40000,6700,3100,1200,15800,319000,352200,0,317000,288200,318000,388,319000,320200,0,79,0,0,93055000,1062111,715700,331690,309920,0,600547,600547.SH,0D09:30:55.258392000
316,15546417,487900,20160505,318000,319200,318300,318400,318500,318600,318700,318800,318900,319000,500,200,5600,6200,7800,500,20000,53747,5100,86601,317900,316400,317800,317500,317200,317100,317000,316800,316600,316500,3000,800,3700,2600,1000,40000,7100,3100,1200,15800,319000,352200,0,317000,288200,318300,391,319000,320200,0,79,0,0,93058000,1059311,716500,331750,309920,0,600547,600547.SH,0D09:30:58.379690000
325,15555957,488200,20160505,318000,319200,318300,318400,318500,318600,318700,318800,318900,319000,4900,200,5600,5400,7800,500,20000,53747,5100,86601,317900,316400,317800,317500,317200,317100,317000,316800,316600,316500,2600,800,3700,2600,1000,40000,7100,3100,1200,15800,319000,352200,0,317000,288200,318000,393,319000,320200,0,79,0,0,93101000,1062211,718600,331730,309900,0,600547,600547.SH,0D09:31:01.330277000
346,15896233,498900,20160505,318000,319200,318300,318400,318500,318600,318700,318800,318900,319000,9000,200,4990,5700,9800,500,20000,29747,3300,86601,317900,316400,317800,317500,317200,317100,317000,316800,316600,316500,2400,800,3700,2600,1000,40000,7100,3100,1200,15800,319000,352200,0,317000,288200,318000,406,319000,320200,0,79,0,0,93104000,1043001,719300,331990,309900,0,600547,600547.SH,0D09:31:04.856718000
361,16109189,505600,20160505,317800,318900,317900,318000,318300,318400,318500,318600,318700,318800,2900,3300,200,10100,5490,5700,9800,500,20000,30647,317500,316200,317200,317100,317000,316800,316600,316500,316400,316300,2600,2500,16500,40100,7100,3100,1200,15800,800,800,319000,352200,0,317000,288200,317800,412,319000,320200,0,79,0,0,93107000,1046601,729600,331940,309980,0,600547,600547.SH,0D09:31:07.334217000
376,16896867,530400,20160505,317800,318900,317900,318000,318300,318400,318500,318600,318700,318800,6600,3000,4000,4500,5490,5700,9800,500,20500,30647,317500,316200,317200,317100,317000,316800,316600,316500,316400,316300,200,2500,8700,40100,7100,3100,1200,15800,800,800,319000,352200,0,317000,288200,317800,428,319000,320200,0,79,0,0,93110000,1048801,716400,331910,309850,0,600547,600547.SH,0D09:31:10.309788000
391,17221059,540600,20160505,317900,319000,318000,318300,318400,318500,318600,318700,318800,318900,1100,84601,4600,5490,5700,9700,500,20500,30447,2500,317500,316200,317200,317100,317000,316800,316600,316500,316400,316300,200,2500,18800,40300,7200,3100,1200,15800,800,800,319000,352200,0,317000,288200,317900,433,319000,320200,0,79,0,0,93113000,1038001,727100,332060,309960,0,600547,600547.SH,0D09:31:13.273963000
406,17338586,544300,20160505,317800,318900,317900,318000,318300,318400,318500,318600,318700,318800,1500,400,100,9000,5490,5400,9700,500,20500,30447,317200,316100,317100,317000,316800,316600,316500,316400,316300,316200,17500,5800,40300,7200,3100,1200,15800,800,800,2600,319000,352200,0,317000,288200,318000,442,319000,320200,0,79,0,0,93116000,1041201,728900,332040,309960,0,600547,600547.SH,0D09:31:16.319446000
421,18988843,596279,20160505,317900,319200,318300,318400,318500,318600,318700,318800,318900,319000,500,200,5490,5400,9700,500,20500,30347,400,84601,317300,316100,317100,317000,316800,316600,316500,316400,316300,316200,9000,5800,27121,7200,3100,1200,15800,800,800,2600,319000,352200,0,317000,288200,317100,472,319000,320200,0,79,0,0,93119000,1027801,717321,332200,309810,0,600547,600547.SH,0D09:31:19.268104000
