,iTurnover,iVolume,nActionDay,nAskPrice1,nAskPrice10,nAskPrice2,nAskPrice3,nAskPrice4,nAskPrice5,nAskPrice6,nAskPrice7,nAskPrice8,nAskPrice9,nAskVol1,nAskVol10,nAskVol2,nAskVol3,nAskVol4,nAskVol5,nAskVol6,nAskVol7,nAskVol8,nAskVol9,nBidPrice1,nBidPrice10,nBidPrice2,nBidPrice3,nBidPrice4,nBidPrice5,nBidPrice6,nBidPrice7,nBidPrice8,nBidPrice9,nBidVol1,nBidVol10,nBidVol2,nBidVol3,nBidVol4,nBidVol5,nBidVol6,nBidVol7,nBidVol8,nBidVol9,nHigh,nHighLimited,nIOPV,nLow,nLowLimited,nMatch,nNumTrades,nOpen,nPreClose,nSD2,nStatus,nSyl1,nSyl2,nTime,nTotalAskVol,nTotalBidVol,nWeightedAvgAskPrice,nWeightedAvgBidPrice,nYieldToMaturity,sym,szWindCode,time
1,210030502,8826844,20160226,238300,240000,238500,238800,239000,239500,239600,239700,239800,239900,500,7301,6400,20901,132500,14900,5300,1100,300,29700,238000,236800,237900,237800,237700,237600,237500,237200,237000,236900,1400,4200,200,4400,3800,500,100,500,1200,300,244000,263100,0,229800,215300,238000,6627,241200,239200,0,79,0,0,94401000,3055557,1785800,252870,228810,0,'600547','600547.SH','0D09:44:02.710400000'
11,210075734,8828744,20160226,238000,239800,238100,238300,238500,238800,239000,239500,239600,239700,4900,300,600,100,6800,21901,124800,14900,4600,1100,237900,236700,237800,237700,237600,237500,237200,237000,236900,236800,200,18000,4400,3800,500,100,500,1700,300,4200,244000,263100,0,229800,215300,238000,6630,241200,239200,0,79,0,0,94404000,3055357,1782100,252880,228800,0,'600547','600547.SH','0D09:44:05.630726000'
21,210097148,8829644,20160226,238000,239700,238100,238200,238300,238500,238800,239000,239500,239600,6800,1100,1400,300,100,6600,21501,124800,1300,4600,237800,236500,237700,237600,237500,237200,237000,236900,236800,236700,4200,31100,3800,500,100,500,1700,300,4200,18000,244000,263100,0,229800,215300,238000,6633,241200,239200,0,79,0,0,94407000,3043057,1777000,252940,228800,0,'600547','600547.SH','0D09:44:08.566246000'
31,211319306,8881244,20160226,238000,239700,238100,238200,238300,238500,238800,239000,239500,239600,6600,1600,1400,300,100,6600,23201,124800,200,4400,236500,235300,236300,236200,236000,235900,235800,235700,235600,235500,13700,6300,2500,2100,4100,600,500,200,900,8700,244000,263100,0,229800,215300,238000,6663,241200,239200,0,79,0,0,94410000,3042657,1740200,252940,228600,0,'600547','600547.SH','0D09:44:11.564613000'
41,211319306,8881244,20160226,237700,239500,237900,238000,238100,238200,238300,238500,238800,239000,100,200,1300,9100,1400,300,100,6600,22501,125700,236600,235500,236500,236300,236200,236000,235900,235800,235700,235600,100,8700,13700,2500,2100,4100,600,500,200,900,244000,263100,0,229800,215300,238000,6663,241200,239200,0,79,0,0,94413000,3057557,1740400,252910,228610,0,'600547','600547.SH','0D09:44:14.731871000'
51,211573932,8891944,20160226,238000,239600,238100,238200,238300,238400,238500,238800,239000,239500,19900,4300,1400,300,100,200,6600,20501,125700,200,236600,235500,236500,236300,236200,236000,235900,235800,235700,235600,100,8700,13700,2500,2100,4100,600,500,200,900,244000,263100,0,229800,215300,238000,6675,241200,239200,0,79,0,0,94416000,3065157,1741400,252880,228600,0,'600547','600547.SH','0D09:44:17.617425000'
61,211959050,8908144,20160226,238000,239600,238100,238200,238300,238400,238500,238800,239000,239500,8600,4300,1400,300,100,200,6100,19501,125700,200,236500,235300,236300,236200,236000,235900,235800,235700,235600,235500,11100,6300,2500,2100,23100,600,500,200,900,8700,244000,263100,0,229800,215300,236500,6687,241200,239200,0,79,0,0,94419000,3001457,1758200,253100,228670,0,'600547','600547.SH','0D09:44:20.574497000'
71,212204193,8918444,20160226,238100,239700,238200,238300,238400,238500,238800,239000,239500,239600,700,1000,300,100,200,5400,18201,125700,200,4300,238000,235500,236500,236300,236200,236000,235900,235800,235700,235600,4800,8700,11100,2500,2100,23100,600,500,200,900,244000,263100,0,229800,215300,238000,6702,241200,239200,0,79,0,0,94422000,2988357,1764200,253160,228690,0,'600547','600547.SH','0D09:44:23.617503000'
81,212517263,8931644,20160226,238000,239600,238100,238200,238300,238400,238500,238800,239000,239500,1600,4300,700,300,100,200,5400,15501,125700,200,237900,235600,236600,236500,236300,236200,236000,235900,235800,235700,9200,900,600,3900,2500,2100,23100,600,1500,200,244000,263100,0,229800,215300,237900,6712,241200,239200,0,79,0,0,94425000,2991757,1765100,253170,228690,0,'600547','600547.SH','0D09:44:26.622311000'
91,212707584,8939644,20160226,238000,239600,238100,238200,238300,238400,238500,238800,239000,239500,2500,4300,700,300,100,200,5400,15501,125700,200,237900,235700,236700,236600,236500,236300,236200,236000,235900,235800,2000,200,1000,10800,3900,2500,2100,23100,600,1500,244000,263100,0,229800,215300,237900,6718,241200,239200,0,79,0,0,94428000,2994557,1770900,253160,228680,0,'600547','600547.SH','0D09:44:29.796018000'
101,212871816,8946544,20160226,238200,239800,238300,238400,238500,238800,239000,239500,239600,239700,300,300,100,200,5400,15501,125700,200,4300,800,238000,235800,237900,236700,236600,236500,236300,236200,236000,235900,4500,1500,2000,1000,11000,3900,2500,2100,23100,600,244000,263100,0,229800,215300,238000,6732,241200,239200,0,79,0,0,94431000,2995157,1775100,253160,228700,0,'600547','600547.SH','0D09:44:32.659076000'
111,213526732,8974044,20160226,238000,240000,238500,238800,239000,239500,239600,239700,239800,239900,30062,14001,3400,14501,125700,200,4300,800,300,27000,237900,235800,236800,236700,236600,236500,236300,236200,236000,235900,2000,1500,800,1000,13000,4500,2500,2100,45100,600,244000,263100,0,229800,215300,238000,6751,241200,239200,0,79,0,0,94434000,3015319,1796100,253010,228790,0,'600547','600547.SH','0D09:44:35.640595000'
121,214245470,9004244,20160226,237900,239800,238000,238300,238500,238800,239000,239500,239600,239700,5000,300,9962,1000,3400,14501,125700,200,4300,800,236800,235700,236700,236600,236500,236300,236200,236000,235900,235800,800,200,1000,13200,4500,2500,2100,45100,600,1500,244000,263100,0,229800,215300,237900,6762,241200,239200,0,79,0,0,94437000,3002019,1795300,253080,228780,0,'600547','600547.SH','0D09:44:38.683494000'
131,214273991,9005444,20160226,237600,239600,237800,237900,238000,238300,238500,238800,239000,239500,3000,3800,1500,4800,13662,1000,3400,14501,125700,200,237000,235800,236800,236700,236600,236500,236300,236200,236000,235900,10000,1500,600,1000,13200,4500,2500,2100,45100,600,244000,263100,0,229800,215300,237800,6765,241200,239200,0,79,0,0,94440000,3013919,1812700,253050,228830,0,'600547','600547.SH','0D09:44:41.620875000'
141,214449932,9012844,20160226,237900,239800,238000,238300,238500,238800,239000,239500,239600,239700,1950,300,16662,1000,3400,14501,125700,200,3800,800,237000,235800,236800,236700,236600,236500,236300,236200,236000,235900,10000,1500,600,1000,13200,4500,2500,2100,45100,600,244000,263100,0,229800,215300,237900,6771,241200,239200,0,79,0,0,94443000,3016569,1814800,253050,228820,0,'600547','600547.SH','0D09:44:44.936253000'
151,214661428,9021744,20160226,238000,239800,238100,238300,238500,238800,239000,239500,239600,239700,17012,300,1300,1000,3300,14501,125700,200,3800,800,237200,236000,237000,236800,236700,236600,236500,236300,236200,236100,9000,45100,8400,600,1000,13200,4500,2500,2100,35400,244000,263100,0,229800,215300,237200,6786,241200,239200,0,79,0,0,94446000,3007069,1859300,253080,229010,0,'600547','600547.SH','0D09:44:47.686691000'
161,214934742,9033244,20160226,238000,239800,238100,238300,238500,238800,239000,239500,239600,239700,13125,300,1300,1000,3300,14501,125700,200,3800,800,237900,236100,237200,237000,236800,236700,236600,236500,236300,236200,1000,35400,5000,8400,8600,1100,13200,4500,2500,2100,244000,263100,0,229800,215300,237700,6795,241200,239200,0,79,0,0,94449000,3003382,1867000,253100,229040,0,'600547','600547.SH','0D09:44:50.585656000'
171,215274544,9047544,20160226,238000,239900,238300,238500,238800,239000,239500,239600,239700,239800,7325,27000,1000,3300,14501,125700,200,3800,800,300,237300,236100,237100,237000,236800,236700,236600,236500,236300,236200,8800,35400,13700,8400,8700,1400,12600,4500,2500,2100,244000,263100,0,229800,215300,237200,6810,241200,239200,0,79,0,0,94452000,2996182,1883100,253140,229110,0,'600547','600547.SH','0D09:44:53.680094000'
181,215331501,9049944,20160226,237800,239700,237900,238000,238300,238500,238800,239000,239500,239600,3700,800,900,7325,1000,3300,13801,125700,200,3800,237300,236100,237100,237000,236800,236700,236600,236500,236300,236200,6900,35400,13700,9400,8700,6400,12600,4400,2500,2100,244000,263100,0,229800,215300,237300,6817,241200,239200,0,79,0,0,94455000,3005482,1888700,253110,229120,0,'600547','600547.SH','0D09:44:56.642190000'
191,215588278,9060744,20160226,238000,239900,238300,238500,238800,239000,239500,239600,239700,239800,4325,27000,1000,3300,13801,125700,200,3800,800,300,237300,236200,237100,237000,236800,236700,236600,236500,236400,236300,4900,2100,13700,9400,8700,9700,12600,4400,300,2500,244000,263100,0,229800,215300,238000,6826,241200,239200,0,79,0,0,94458000,2999182,1891400,253150,229130,0,'600547','600547.SH','0D09:44:59.568731000'
201,215785524,9069044,20160226,238000,239900,238300,238500,238800,239000,239500,239600,239700,239800,1325,27000,1000,3300,13801,125700,200,3800,800,300,237400,236300,237300,237100,237000,236800,236700,236600,236500,236400,5400,2500,4900,13700,15300,8700,12200,12600,4400,300,244000,263100,0,229800,215300,238000,6842,241200,239200,0,79,0,0,94501000,2996782,1919200,253170,229030,0,'600547','600547.SH','0D09:45:02.580907000'
211,216058510,9080544,20160226,238000,240000,238500,238800,239000,239500,239600,239700,239800,239900,1225,14801,3300,13801,125700,200,3800,800,300,27000,237500,236200,237100,237000,236800,236700,236600,236500,236400,236300,8100,2100,13700,15300,8700,12200,12600,4400,300,2500,244000,263100,0,229800,215300,237500,6850,241200,239200,0,79,0,0,94504000,3001382,1917400,253150,229020,0,'600547','600547.SH','0D09:45:05.690466000'
221,216315744,9091369,20160226,238500,240200,238800,239000,239500,239600,239700,239800,239900,240000,3300,4100,13301,125700,200,3800,800,300,27000,14801,237500,236200,237100,237000,236800,236700,236600,236500,236400,236300,10075,2100,13700,15300,8700,12200,32000,4400,300,2500,244000,263100,0,229800,215300,237500,6873,241200,239200,0,79,0,0,94507000,3000957,1939475,253150,229110,0,'600547','600547.SH','0D09:45:08.649777000'
231,216546418,9101069,20160226,238500,240200,238800,239000,239500,239600,239700,239800,239900,240000,3300,4100,13301,125700,200,3800,800,300,27000,14801,238100,236500,237900,237500,237300,237100,237000,236800,236700,236600,7700,4600,300,8875,1600,13700,15300,8700,12000,32000,244000,263100,0,229800,215300,238100,6887,241200,239200,0,79,0,0,94510000,3000957,1949075,253150,229150,0,'600547','600547.SH','0D09:45:11.614590000'
